ID;Datetime;Latitude;Longitude;Temperature (Cº);Wind Speed (Km/H);Humidity (%);Risk factor;Surroundings;Distance (Mts);Decisions
11141;16/02/2024 08:50:00;-33.075642000000016;-71.57004599999996;22;52;14;none;road;175;['Propose monitoring flight']
11142;16/02/2024 09:00:00;-33.075642000000016;-71.56504599999997;31;55;14;lighting a grill;trash;166;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11143;16/02/2024 09:10:00;-33.075642000000016;-71.56004599999997;30;58;12;smoke;house;14;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
11144;16/02/2024 09:20:00;-33.075642000000016;-71.55504599999998;31;61;14;illegal electricity connection;grass;22;['Notify local authorities', 'Notify power company', 'Notify local authorities', 'Notify power company', 'Notify local collaborators']
11145;16/02/2024 09:30:00;-33.075642000000016;-71.55004599999998;30;55;16;wastes;trash;275;['Contact waste collectors']
11146;16/02/2024 09:40:00;-33.075642000000016;-71.54504599999999;30;55;14;wood;street;56;['Contact waste collectors', 'Notify local collaborators']
11147;16/02/2024 09:50:00;-33.075642000000016;-71.54004599999999;31;52;16;illegal electricity connection;tent;289;['Notify power company']
11148;16/02/2024 10:00:00;-33.075642000000016;-71.535046;32;52;27;bonfire;street;166;['Call fire fighters']
11149;16/02/2024 10:10:00;-33.075642000000016;-71.530046;32;52;25;smoke;house;255;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
11150;16/02/2024 10:20:00;-33.08064200000002;-71.530046;33;98;27;soldering;highway;6;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities']
11151;16/02/2024 10:30:00;-33.08064200000002;-71.535046;37;98;27;soldering;fuel recipient;7;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11152;16/02/2024 10:40:00;-33.08064200000002;-71.54004599999999;38;101;25;glass;ground;51;['Contact waste collectors', 'Notify local collaborators']
11153;16/02/2024 10:50:00;-33.08064200000002;-71.54504599999999;37;101;25;wood;house;55;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
11154;16/02/2024 11:00:00;-33.08064200000002;-71.55004599999998;38;98;23;illegal electricity connection;road;41;['Notify power company', 'Notify local collaborators']
11155;16/02/2024 11:10:00;-33.08064200000002;-71.55504599999998;38;22;21;smoking;road;83;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
11156;16/02/2024 11:20:00;-33.08064200000002;-71.56004599999997;38;22;21;none;highway;331;[]
11157;16/02/2024 11:30:00;-33.08064200000002;-71.56504599999997;37;19;21;wood;road;43;['Contact waste collectors', 'Notify local collaborators']
11158;16/02/2024 11:40:00;-33.08064200000002;-71.57004599999996;37;19;21;burning waste;street;198;['Notify local authorities']
11159;16/02/2024 11:50:00;-33.08064200000002;-71.57504599999996;38;22;19;none;grass;3;['Propose monitoring flight']
11160;16/02/2024 12:00:00;-33.08064200000002;-71.58004599999995;32;41;10;smoking;trash;8;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11161;16/02/2024 12:10:00;-33.08064200000002;-71.58504599999995;31;38;12;gas recipient;trash;2;['Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
11162;16/02/2024 12:20:00;-33.08064200000002;-71.59004599999994;31;35;12;fire;street;20;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local collaborators']
11163;16/02/2024 12:30:00;-33.08064200000002;-71.59504599999994;30;35;10;lighting a grill;house;85;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11164;16/02/2024 12:40:00;-33.08064200000002;-71.60004599999994;29;38;8;fire;road;16;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local collaborators']
11165;16/02/2024 12:50:00;-33.08064200000002;-71.60504599999993;29;39;10;grill on;trees;24;['Notify local authorities', 'Notify local collaborators']
11166;16/02/2024 13:00:00;-33.08064200000002;-71.61004599999993;30;42;12;glass bottle;trees;62;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
11167;16/02/2024 13:10:00;-33.08064200000002;-71.61504599999992;31;42;10;illegal electricity connection;grass;261;['Notify power company']
11168;16/02/2024 13:20:00;-33.08064200000002;-71.62004599999992;31;42;8;none;trees;53;['Propose monitoring flight']
11169;16/02/2024 13:30:00;-33.08064200000002;-71.62504599999991;36;45;10;wastes;street;6;['Contact waste collectors', 'Notify local collaborators']
11170;16/02/2024 13:40:00;-33.075642000000016;-71.62504599999991;35;47;12;papers;street;23;['Contact waste collectors', 'Notify local collaborators']
11171;16/02/2024 13:50:00;-33.075642000000016;-71.62004599999992;36;50;12;smoke;trash;54;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
11172;16/02/2024 14:00:00;-33.075642000000016;-71.61504599999992;36;47;5;lighting a grill;grass;944;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11173;16/02/2024 14:10:00;-33.075642000000016;-71.61004599999993;36;44;3;none;house;46;[]
11174;16/02/2024 14:20:00;-33.075642000000016;-71.60504599999993;36;44;1;none;wood;185;['Propose monitoring flight']
11175;16/02/2024 14:30:00;-33.075642000000016;-71.60004599999994;37;80;1;glass bottle;street;48;['Contact waste collectors', 'Notify local collaborators']
11176;16/02/2024 14:40:00;-33.075642000000016;-71.59504599999994;37;83;3;grill on;grass;14;['Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
11177;16/02/2024 14:50:00;-33.075642000000016;-71.59004599999994;36;86;3;lighting a grill;fuel recipient;40;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11178;16/02/2024 15:00:00;-33.075642000000016;-71.58504599999995;24;89;3;none;electric connection;8;['Propose monitoring flight']
11179;16/02/2024 15:10:00;-33.075642000000016;-71.58004599999995;23;89;1;papers;tent;43;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
11180;16/02/2024 15:20:00;-33.070642000000014;-71.58004599999995;22;69;1;papers;trees;512;['Contact waste collectors']
11181;16/02/2024 15:30:00;-33.070642000000014;-71.58504599999995;21;69;1;suspicious presence;house;2;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11182;16/02/2024 15:40:00;-33.070642000000014;-71.59004599999994;20;72;3;smoking;tent;4;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11183;16/02/2024 15:50:00;-33.070642000000014;-71.59504599999994;20;75;3;glass bottle;house;129;['Contact waste collectors']
11184;16/02/2024 16:00:00;-33.070642000000014;-71.60004599999994;19;78;44;dry grass;street;243;[]
11185;16/02/2024 16:10:00;-33.070642000000014;-71.60504599999993;19;75;44;burning waste;wood;109;['Notify local authorities']
11186;16/02/2024 16:20:00;-33.070642000000014;-71.61004599999993;20;75;42;none;tent;318;[]
11187;16/02/2024 16:30:00;-33.070642000000014;-71.61504599999992;27;78;42;dry grass;trees;124;[]
11188;16/02/2024 16:40:00;-33.070642000000014;-71.62004599999992;26;81;40;wood;highway;59;[]
11189;16/02/2024 16:50:00;-33.070642000000014;-71.62504599999991;25;84;40;smoking;ground;245;['Notify local authorities']
11190;16/02/2024 17:00:00;-33.06564200000001;-71.62504599999991;24;98;38;burning waste;electric connection;870;['Notify local authorities']
11191;16/02/2024 17:10:00;-33.06564200000001;-71.62004599999992;25;98;38;dry grass;dry grass;44;['Notify local authorities', 'Notify local collaborators']
11192;16/02/2024 17:20:00;-33.06564200000001;-71.61504599999992;24;101;38;illegal electricity connection;wood;15;['Notify local authorities', 'Notify power company', 'Notify local collaborators']
11193;16/02/2024 17:30:00;-33.06564200000001;-71.61004599999993;25;101;36;lighting a grill;tent;257;['Notify local authorities']
11194;16/02/2024 17:40:00;-33.06564200000001;-71.60504599999993;25;98;38;grill on;dry grass;87;['Notify local collaborators']
11195;16/02/2024 17:50:00;-33.06564200000001;-71.60004599999994;24;44;36;bonfire;house;8;['Notify local authorities', 'Call fire fighters', 'Notify local collaborators']
11196;16/02/2024 18:00:00;-33.06564200000001;-71.59504599999994;15;47;50;illegal electricity connection;grass;559;[]
11197;16/02/2024 18:10:00;-33.06564200000001;-71.59004599999994;16;44;52;gas recipient;street;658;[]
11198;16/02/2024 18:20:00;-33.06564200000001;-71.58504599999995;16;47;52;wood;highway;38;[]
11199;16/02/2024 18:30:00;-33.06564200000001;-71.58004599999995;17;50;54;none;trees;45;['Propose monitoring flight']
11200;16/02/2024 18:40:00;-33.06064200000001;-71.58004599999995;16;18;56;gas recipient;grass;183;[]
11201;16/02/2024 18:50:00;-33.06064200000001;-71.58504599999995;15;15;56;soldering;grass;14;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11202;16/02/2024 19:00:00;-33.06064200000001;-71.59004599999994;14;12;54;wood;trash;23;['Notify local collaborators']
11203;16/02/2024 19:10:00;-33.06064200000001;-71.59504599999994;15;9;52;papers;fuel recipient;75;['Notify local collaborators', 'Contact waste collectors']
11204;16/02/2024 19:20:00;-33.06064200000001;-71.60004599999994;14;9;54;suspicious presence;street;30;['Notify local authorities']
11205;16/02/2024 19:30:00;-33.06064200000001;-71.60504599999993;20;43;56;suspicious presence;wood;57;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
11206;16/02/2024 19:40:00;-33.06064200000001;-71.61004599999993;19;40;54;lit campfire;grass;995;['Notify local authorities']
11207;16/02/2024 19:50:00;-33.06064200000001;-71.61504599999992;19;40;56;gas recipient;wood;93;['Notify local collaborators']
11208;16/02/2024 20:00:00;-33.06064200000001;-71.62004599999992;19;40;30;wastes;trash;713;['Contact waste collectors']
11209;16/02/2024 20:10:00;-33.06064200000001;-71.62504599999991;18;43;28;bonfire;trees;362;['Call fire fighters']
11210;16/02/2024 20:20:00;-33.055642000000006;-71.62504599999991;18;48;28;none;electric connection;68;['Propose monitoring flight']
11211;16/02/2024 20:30:00;-33.055642000000006;-71.62004599999992;17;45;26;glass;house;440;['Contact waste collectors']
11212;16/02/2024 20:40:00;-33.055642000000006;-71.61504599999992;18;45;24;wastes;tent;25;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
11213;16/02/2024 20:50:00;-33.055642000000006;-71.61004599999993;19;42;24;gas recipient;trees;205;[]
11214;16/02/2024 21:00:00;-33.055642000000006;-71.60504599999993;28;42;24;fire;dry grass;249;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
11215;16/02/2024 21:10:00;-33.055642000000006;-71.60004599999994;27;29;26;burning waste;trash;297;['Notify local authorities']
11216;16/02/2024 21:20:00;-33.055642000000006;-71.59504599999994;27;32;28;grill on;wood;91;['Notify local authorities', 'Notify local collaborators']
11217;16/02/2024 21:30:00;-33.055642000000006;-71.59004599999994;28;32;26;bonfire;trees;463;['Call fire fighters']
11218;16/02/2024 21:40:00;-33.055642000000006;-71.58504599999995;27;35;28;none;electric connection;60;['Propose monitoring flight']
11219;16/02/2024 21:50:00;-33.055642000000006;-71.58004599999995;26;35;28;suspicious presence;wood;164;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
